
NOTICE: Existing SQLite export found: report_nsys_v2.sqlite
        It is assumed file was previously exported from: report_nsys_v2.nsys-rep
        Consider using --force-export=true if needed.

Processing [report_nsys_v2.sqlite] with [/usr/local/cuda-13.1/nsight-systems-2025.5.2/host-linux-x64/reports/nvtx_pushpop_trace.py]... 
Start (ns),End (ns),Duration (ns),DurChild (ns),DurNonChild (ns),Name,PID,TID,Lvl,NumChild,RangeId,ParentId,RangeStack,NameTree
1901876700,1901882970,6270,0,6270,:VecAXPY,189126,189126,1,0,237,10,:10:237,--:VecAXPY
1901883240,1901888260,5020,0,5020,:VecAXPY,189126,189126,1,0,238,10,:10:238,--:VecAXPY
1901888750,1901899360,10610,9750,860,:PCApply,189126,189126,1,1,239,10,:10:239,--:PCApply
1901889330,1901899080,9750,8540,1210,:VecPointwiseMult,189126,189126,2,1,240,239,:10:239:240,----:VecPointwiseMult
1901890130,1901898670,8540,0,8540,CCCL:thrust::transform,189126,189126,3,0,241,240,:10:239:240:241,------CCCL:thrust::transform
1901899890,1901983211,83321,0,83321,:VecNorm,189126,189126,1,0,242,10,:10:242,--:VecNorm
1901983941,1902027662,43721,0,43721,:VecTDot,189126,189126,1,0,243,10,:10:243,--:VecTDot
1902028112,1902050672,22560,0,22560,:VecAYPX,189126,189126,1,0,244,10,:10:244,--:VecAYPX
1902051342,1902063313,11971,0,11971,:MatMult,189126,189126,1,0,245,10,:10:245,--:MatMult
1902063693,1902266666,202973,0,202973,:VecTDot,189126,189126,1,0,246,10,:10:246,--:VecTDot
1902267216,1902272976,5760,0,5760,:VecAXPY,189126,189126,1,0,247,10,:10:247,--:VecAXPY
1902273366,1902278256,4890,0,4890,:VecAXPY,189126,189126,1,0,248,10,:10:248,--:VecAXPY
1902278836,1902290156,11320,10440,880,:PCApply,189126,189126,1,1,249,10,:10:249,--:PCApply
1902279436,1902289876,10440,8760,1680,:VecPointwiseMult,189126,189126,2,1,250,249,:10:249:250,----:VecPointwiseMult
1902280816,1902289576,8760,0,8760,CCCL:thrust::transform,189126,189126,3,0,251,250,:10:249:250:251,------CCCL:thrust::transform
1902290656,1902381297,90641,0,90641,:VecNorm,189126,189126,1,0,252,10,:10:252,--:VecNorm
1902382187,1902428108,45921,0,45921,:VecTDot,189126,189126,1,0,253,10,:10:253,--:VecTDot
1902428728,1902440078,11350,0,11350,:VecAYPX,189126,189126,1,0,254,10,:10:254,--:VecAYPX
1902440488,1902451558,11070,0,11070,:MatMult,189126,189126,1,0,255,10,:10:255,--:MatMult
1902451978,1902653841,201863,0,201863,:VecTDot,189126,189126,1,0,256,10,:10:256,--:VecTDot
1902654401,1902660102,5701,0,5701,:VecAXPY,189126,189126,1,0,257,10,:10:257,--:VecAXPY
1902660482,1902665932,5450,0,5450,:VecAXPY,189126,189126,1,0,258,10,:10:258,--:VecAXPY
1902666552,1902677872,11320,10200,1120,:PCApply,189126,189126,1,1,259,10,:10:259,--:PCApply
1902667412,1902677612,10200,8920,1280,:VecPointwiseMult,189126,189126,2,1,260,259,:10:259:260,----:VecPointwiseMult
1902668292,1902677212,8920,0,8920,CCCL:thrust::transform,189126,189126,3,0,261,260,:10:259:260:261,------CCCL:thrust::transform
1902678402,1902770123,91721,0,91721,:VecNorm,189126,189126,1,0,262,10,:10:262,--:VecNorm
1902771033,1902816644,45611,0,45611,:VecTDot,189126,189126,1,0,263,10,:10:263,--:VecTDot
1902817274,1902827914,10640,0,10640,:VecAYPX,189126,189126,1,0,264,10,:10:264,--:VecAYPX
1902828354,1902840554,12200,0,12200,:MatMult,189126,189126,1,0,265,10,:10:265,--:MatMult
1902840964,1903042067,201103,0,201103,:VecTDot,189126,189126,1,0,266,10,:10:266,--:VecTDot
1903042567,1903048287,5720,0,5720,:VecAXPY,189126,189126,1,0,267,10,:10:267,--:VecAXPY
1903048617,1903053507,4890,0,4890,:VecAXPY,189126,189126,1,0,268,10,:10:268,--:VecAXPY
1903054018,1903063578,9560,8910,650,:PCApply,189126,189126,1,1,269,10,:10:269,--:PCApply
1903054478,1903063388,8910,7970,940,:VecPointwiseMult,189126,189126,2,1,270,269,:10:269:270,----:VecPointwiseMult
1903055068,1903063038,7970,0,7970,CCCL:thrust::transform,189126,189126,3,0,271,270,:10:269:270:271,------CCCL:thrust::transform
1903063898,1903154719,90821,0,90821,:VecNorm,189126,189126,1,0,272,10,:10:272,--:VecNorm
1903155419,1903200390,44971,0,44971,:VecTDot,189126,189126,1,0,273,10,:10:273,--:VecTDot
1903200860,1903217240,16380,0,16380,:VecAYPX,189126,189126,1,0,274,10,:10:274,--:VecAYPX
1903217870,1903232100,14230,0,14230,:MatMult,189126,189126,1,0,275,10,:10:275,--:MatMult
1903242360,1903430223,187863,0,187863,:VecTDot,189126,189126,1,0,276,10,:10:276,--:VecTDot
1903430993,1903438133,7140,0,7140,:VecAXPY,189126,189126,1,0,277,10,:10:277,--:VecAXPY
1903438523,1903443553,5030,0,5030,:VecAXPY,189126,189126,1,0,278,10,:10:278,--:VecAXPY
1903444243,1903455714,11471,10331,1140,:PCApply,189126,189126,1,1,279,10,:10:279,--:PCApply
1903445093,1903455424,10331,9151,1180,:VecPointwiseMult,189126,189126,2,1,280,279,:10:279:280,----:VecPointwiseMult
1903445893,1903455044,9151,0,9151,CCCL:thrust::transform,189126,189126,3,0,281,280,:10:279:280:281,------CCCL:thrust::transform
1903456134,1903549255,93121,0,93121,:VecNorm,189126,189126,1,0,282,10,:10:282,--:VecNorm
1903550065,1903595926,45861,0,45861,:VecTDot,189126,189126,1,0,283,10,:10:283,--:VecTDot
1903596526,1903607306,10780,0,10780,:VecAYPX,189126,189126,1,0,284,10,:10:284,--:VecAYPX
1903607776,1903618886,11110,0,11110,:MatMult,189126,189126,1,0,285,10,:10:285,--:MatMult
1903619256,1903821199,201943,0,201943,:VecTDot,189126,189126,1,0,286,10,:10:286,--:VecTDot
1903821659,1903827309,5650,0,5650,:VecAXPY,189126,189126,1,0,287,10,:10:287,--:VecAXPY
1903827639,1903832469,4830,0,4830,:VecAXPY,189126,189126,1,0,288,10,:10:288,--:VecAXPY
1903832949,1903847939,14990,14150,840,:PCApply,189126,189126,1,1,289,10,:10:289,--:PCApply
1903833429,1903847579,14150,8610,5540,:VecPointwiseMult,189126,189126,2,1,290,289,:10:289:290,----:VecPointwiseMult
1903838599,1903847209,8610,0,8610,CCCL:thrust::transform,189126,189126,3,0,291,290,:10:289:290:291,------CCCL:thrust::transform
1903848399,1903941571,93172,0,93172,:VecNorm,189126,189126,1,0,292,10,:10:292,--:VecNorm
1903942291,1903988062,45771,0,45771,:VecTDot,189126,189126,1,0,293,10,:10:293,--:VecTDot
1903988562,1903998992,10430,0,10430,:VecAYPX,189126,189126,1,0,294,10,:10:294,--:VecAYPX
1903999332,1904011272,11940,0,11940,:MatMult,189126,189126,1,0,295,10,:10:295,--:MatMult
1904011672,1904212375,200703,0,200703,:VecTDot,189126,189126,1,0,296,10,:10:296,--:VecTDot
1904212875,1904218335,5460,0,5460,:VecAXPY,189126,189126,1,0,297,10,:10:297,--:VecAXPY
1904218705,1904223425,4720,0,4720,:VecAXPY,189126,189126,1,0,298,10,:10:298,--:VecAXPY
1904223795,1904233285,9490,8900,590,:PCApply,189126,189126,1,1,299,10,:10:299,--:PCApply
1904224205,1904233105,8900,7910,990,:VecPointwiseMult,189126,189126,2,1,300,299,:10:299:300,----:VecPointwiseMult
1904224815,1904232725,7910,0,7910,CCCL:thrust::transform,189126,189126,3,0,301,300,:10:299:300:301,------CCCL:thrust::transform
1904233585,1904325537,91952,0,91952,:VecNorm,189126,189126,1,0,302,10,:10:302,--:VecNorm
1904326107,1904368927,42820,0,42820,:VecTDot,189126,189126,1,0,303,10,:10:303,--:VecTDot
1904369437,1904380397,10960,0,10960,:VecAYPX,189126,189126,1,0,304,10,:10:304,--:VecAYPX
1904380917,1904391588,10671,0,10671,:MatMult,189126,189126,1,0,305,10,:10:305,--:MatMult
1904391988,1904595001,203013,0,203013,:VecTDot,189126,189126,1,0,306,10,:10:306,--:VecTDot
1904595751,1904603571,7820,0,7820,:VecAXPY,189126,189126,1,0,307,10,:10:307,--:VecAXPY
1904603981,1904609061,5080,0,5080,:VecAXPY,189126,189126,1,0,308,10,:10:308,--:VecAXPY
1904609621,1904620381,10760,9810,950,:PCApply,189126,189126,1,1,309,10,:10:309,--:PCApply
1904610221,1904620031,9810,8680,1130,:VecPointwiseMult,189126,189126,2,1,310,309,:10:309:310,----:VecPointwiseMult
1904610931,1904619611,8680,0,8680,CCCL:thrust::transform,189126,189126,3,0,311,310,:10:309:310:311,------CCCL:thrust::transform
1904620741,1904713592,92851,0,92851,:VecNorm,189126,189126,1,0,312,10,:10:312,--:VecNorm
1904714423,1904760323,45900,0,45900,:VecTDot,189126,189126,1,0,313,10,:10:313,--:VecTDot
1904760873,1904771633,10760,0,10760,:VecAYPX,189126,189126,1,0,314,10,:10:314,--:VecAYPX
1904772103,1904782984,10881,0,10881,:MatMult,189126,189126,1,0,315,10,:10:315,--:MatMult
1904783374,1904983067,199693,0,199693,:VecTDot,189126,189126,1,0,316,10,:10:316,--:VecTDot
1904983567,1904989677,6110,0,6110,:VecAXPY,189126,189126,1,0,317,10,:10:317,--:VecAXPY
1904989997,1904994807,4810,0,4810,:VecAXPY,189126,189126,1,0,318,10,:10:318,--:VecAXPY
1904995187,1905006147,10960,10130,830,:PCApply,189126,189126,1,1,319,10,:10:319,--:PCApply
1904995767,1905005897,10130,8410,1720,:VecPointwiseMult,189126,189126,2,1,320,319,:10:319:320,----:VecPointwiseMult
1904997047,1905005457,8410,0,8410,CCCL:thrust::transform,189126,189126,3,0,321,320,:10:319:320:321,------CCCL:thrust::transform
1905006657,1905100878,94221,0,94221,:VecNorm,189126,189126,1,0,322,10,:10:322,--:VecNorm
1905101588,1905152699,51111,0,51111,:VecTDot,189126,189126,1,0,323,10,:10:323,--:VecTDot
1905153209,1905163979,10770,0,10770,:VecAYPX,189126,189126,1,0,324,10,:10:324,--:VecAYPX
1905164459,1905176619,12160,0,12160,:MatMult,189126,189126,1,0,325,10,:10:325,--:MatMult
1905177059,1905378013,200954,0,200954,:VecTDot,189126,189126,1,0,326,10,:10:326,--:VecTDot
1905378543,1905383913,5370,0,5370,:VecAXPY,189126,189126,1,0,327,10,:10:327,--:VecAXPY
1905384153,1905389253,5100,0,5100,:VecAXPY,189126,189126,1,0,328,10,:10:328,--:VecAXPY
1905389793,1905400793,11000,10050,950,:PCApply,189126,189126,1,1,329,10,:10:329,--:PCApply
1905390423,1905400473,10050,8220,1830,:VecPointwiseMult,189126,189126,2,1,330,329,:10:329:330,----:VecPointwiseMult
1905391813,1905400033,8220,0,8220,CCCL:thrust::transform,189126,189126,3,0,331,330,:10:329:330:331,------CCCL:thrust::transform
1905401183,1905508324,107141,0,107141,:VecNorm,189126,189126,1,0,332,10,:10:332,--:VecNorm
1905509214,1905555575,46361,0,46361,:VecTDot,189126,189126,1,0,333,10,:10:333,--:VecTDot
1905556185,1905566525,10340,0,10340,:VecAYPX,189126,189126,1,0,334,10,:10:334,--:VecAYPX
1905566865,1905578916,12051,0,12051,:MatMult,189126,189126,1,0,335,10,:10:335,--:MatMult
1905579376,1905782259,202883,0,202883,:VecTDot,189126,189126,1,0,336,10,:10:336,--:VecTDot
1905782849,1905789469,6620,0,6620,:VecAXPY,189126,189126,1,0,337,10,:10:337,--:VecAXPY
1905789889,1905795009,5120,0,5120,:VecAXPY,189126,189126,1,0,338,10,:10:338,--:VecAXPY
1905795449,1905806849,11400,10160,1240,:PCApply,189126,189126,1,1,339,10,:10:339,--:PCApply
1905796339,1905806499,10160,8810,1350,:VecPointwiseMult,189126,189126,2,1,340,339,:10:339:340,----:VecPointwiseMult
1905797239,1905806049,8810,0,8810,CCCL:thrust::transform,189126,189126,3,0,341,340,:10:339:340:341,------CCCL:thrust::transform
1905807379,1905909261,101882,0,101882,:VecNorm,189126,189126,1,0,342,10,:10:342,--:VecNorm
1905909981,1905959561,49580,0,49580,:VecTDot,189126,189126,1,0,343,10,:10:343,--:VecTDot
1905960071,1905971151,11080,0,11080,:VecAYPX,189126,189126,1,0,344,10,:10:344,--:VecAYPX
1905971831,1905982972,11141,0,11141,:MatMult,189126,189126,1,0,345,10,:10:345,--:MatMult
1905983262,1906185715,202453,0,202453,:VecTDot,189126,189126,1,0,346,10,:10:346,--:VecTDot
1906186225,1906192295,6070,0,6070,:VecAXPY,189126,189126,1,0,347,10,:10:347,--:VecAXPY
1906192665,1906197635,4970,0,4970,:VecAXPY,189126,189126,1,0,348,10,:10:348,--:VecAXPY
1906198235,1906208045,9810,8950,860,:PCApply,189126,189126,1,1,349,10,:10:349,--:PCApply
1906198795,1906207745,8950,7870,1080,:VecPointwiseMult,189126,189126,2,1,350,349,:10:349:350,----:VecPointwiseMult
1906199455,1906207325,7870,0,7870,CCCL:thrust::transform,189126,189126,3,0,351,350,:10:349:350:351,------CCCL:thrust::transform
1906208535,1906308887,100352,0,100352,:VecNorm,189126,189126,1,0,352,10,:10:352,--:VecNorm
1906309627,1906355357,45730,0,45730,:VecTDot,189126,189126,1,0,353,10,:10:353,--:VecTDot
1906360777,1906372577,11800,0,11800,:VecAYPX,189126,189126,1,0,354,10,:10:354,--:VecAYPX
1906373037,1906383558,10521,0,10521,:MatMult,189126,189126,1,0,355,10,:10:355,--:MatMult
1906383958,1906584501,200543,0,200543,:VecTDot,189126,189126,1,0,356,10,:10:356,--:VecTDot
1906585201,1906592471,7270,0,7270,:VecAXPY,189126,189126,1,0,357,10,:10:357,--:VecAXPY
1906592851,1906597791,4940,0,4940,:VecAXPY,189126,189126,1,0,358,10,:10:358,--:VecAXPY
1906598241,1906608541,10300,9400,900,:PCApply,189126,189126,1,1,359,10,:10:359,--:PCApply
1906598841,1906608241,9400,8260,1140,:VecPointwiseMult,189126,189126,2,1,360,359,:10:359:360,----:VecPointwiseMult
1906599561,1906607821,8260,0,8260,CCCL:thrust::transform,189126,189126,3,0,361,360,:10:359:360:361,------CCCL:thrust::transform
1906609051,1906703322,94271,0,94271,:VecNorm,189126,189126,1,0,362,10,:10:362,--:VecNorm
1906704072,1906748063,43991,0,43991,:VecTDot,189126,189126,1,0,363,10,:10:363,--:VecTDot
1906748573,1906758673,10100,0,10100,:VecAYPX,189126,189126,1,0,364,10,:10:364,--:VecAYPX
1906759053,1906771083,12030,0,12030,:MatMult,189126,189126,1,0,365,10,:10:365,--:MatMult
1906771463,1906973367,201904,0,201904,:VecTDot,189126,189126,1,0,366,10,:10:366,--:VecTDot
1906973897,1906980607,6710,0,6710,:VecAXPY,189126,189126,1,0,367,10,:10:367,--:VecAXPY
1906980987,1906986037,5050,0,5050,:VecAXPY,189126,189126,1,0,368,10,:10:368,--:VecAXPY
1906986537,1906997207,10670,9720,950,:PCApply,189126,189126,1,1,369,10,:10:369,--:PCApply
1906987127,1906996847,9720,8220,1500,:VecPointwiseMult,189126,189126,2,1,370,369,:10:369:370,----:VecPointwiseMult
1906987917,1906996137,8220,0,8220,CCCL:thrust::transform,189126,189126,3,0,371,370,:10:369:370:371,------CCCL:thrust::transform
1906997807,1907099168,101361,0,101361,:VecNorm,189126,189126,1,0,372,10,:10:372,--:VecNorm
1907099988,1907151509,51521,0,51521,:VecTDot,189126,189126,1,0,373,10,:10:373,--:VecTDot
1907152059,1907162679,10620,0,10620,:VecAYPX,189126,189126,1,0,374,10,:10:374,--:VecAYPX
1907163059,1907173950,10891,0,10891,:MatMult,189126,189126,1,0,375,10,:10:375,--:MatMult
1907174360,1907376743,202383,0,202383,:VecTDot,189126,189126,1,0,376,10,:10:376,--:VecTDot
1907377253,1907382883,5630,0,5630,:VecAXPY,189126,189126,1,0,377,10,:10:377,--:VecAXPY
1907383293,1907388333,5040,0,5040,:VecAXPY,189126,189126,1,0,378,10,:10:378,--:VecAXPY
1907388913,1907398883,9970,9100,870,:PCApply,189126,189126,1,1,379,10,:10:379,--:PCApply
1907389473,1907398573,9100,7840,1260,:VecPointwiseMult,189126,189126,2,1,380,379,:10:379:380,----:VecPointwiseMult
1907390143,1907397983,7840,0,7840,CCCL:thrust::transform,189126,189126,3,0,381,380,:10:379:380:381,------CCCL:thrust::transform
1907399363,1907496434,97071,0,97071,:VecNorm,189126,189126,1,0,382,10,:10:382,--:VecNorm
1907497834,1907542895,45061,0,45061,:VecTDot,189126,189126,1,0,383,10,:10:383,--:VecTDot
1907543455,1907555055,11600,0,11600,:VecAYPX,189126,189126,1,0,384,10,:10:384,--:VecAYPX
1907555505,1907567575,12070,0,12070,:MatMult,189126,189126,1,0,385,10,:10:385,--:MatMult
1907568145,1907764288,196143,0,196143,:VecTDot,189126,189126,1,0,386,10,:10:386,--:VecTDot
1907765008,1907771229,6221,0,6221,:VecAXPY,189126,189126,1,0,387,10,:10:387,--:VecAXPY
1907771639,1907776679,5040,0,5040,:VecAXPY,189126,189126,1,0,388,10,:10:388,--:VecAXPY
1907777219,1907787679,10460,9590,870,:PCApply,189126,189126,1,1,389,10,:10:389,--:PCApply
1907777779,1907787369,9590,8430,1160,:VecPointwiseMult,189126,189126,2,1,390,389,:10:389:390,----:VecPointwiseMult
1907778529,1907786959,8430,0,8430,CCCL:thrust::transform,189126,189126,3,0,391,390,:10:389:390:391,------CCCL:thrust::transform
1907788149,1907881610,93461,0,93461,:VecNorm,189126,189126,1,0,392,10,:10:392,--:VecNorm
1907882390,1907929921,47531,0,47531,:VecTDot,189126,189126,1,0,393,10,:10:393,--:VecTDot
1907930551,1907941961,11410,0,11410,:VecAYPX,189126,189126,1,0,394,10,:10:394,--:VecAYPX
1907942491,1907953401,10910,0,10910,:MatMult,189126,189126,1,0,395,10,:10:395,--:MatMult
1907953831,1908153054,199223,0,199223,:VecTDot,189126,189126,1,0,396,10,:10:396,--:VecTDot
1908153864,1908160734,6870,0,6870,:VecAXPY,189126,189126,1,0,397,10,:10:397,--:VecAXPY
1908161154,1908166484,5330,0,5330,:VecAXPY,189126,189126,1,0,398,10,:10:398,--:VecAXPY
1908167045,1908177435,10390,9500,890,:PCApply,189126,189126,1,1,399,10,:10:399,--:PCApply
1908167645,1908177145,9500,8260,1240,:VecPointwiseMult,189126,189126,2,1,400,399,:10:399:400,----:VecPointwiseMult
1908168425,1908176685,8260,0,8260,CCCL:thrust::transform,189126,189126,3,0,401,400,:10:399:400:401,------CCCL:thrust::transform
1908177955,1908278056,100101,0,100101,:VecNorm,189126,189126,1,0,402,10,:10:402,--:VecNorm
1908279056,1908323707,44651,0,44651,:VecTDot,189126,189126,1,0,403,10,:10:403,--:VecTDot
1908324357,1908334717,10360,0,10360,:VecAYPX,189126,189126,1,0,404,10,:10:404,--:VecAYPX
1908335187,1908347727,12540,0,12540,:MatMult,189126,189126,1,0,405,10,:10:405,--:MatMult
1908348127,1908550160,202033,0,202033,:VecTDot,189126,189126,1,0,406,10,:10:406,--:VecTDot
1908550730,1908557470,6740,0,6740,:VecAXPY,189126,189126,1,0,407,10,:10:407,--:VecAXPY
1908557880,1908563320,5440,0,5440,:VecAXPY,189126,189126,1,0,408,10,:10:408,--:VecAXPY
1908563860,1908574131,10271,9491,780,:PCApply,189126,189126,1,1,409,10,:10:409,--:PCApply
1908564450,1908573941,9491,8320,1171,:VecPointwiseMult,189126,189126,2,1,410,409,:10:409:410,----:VecPointwiseMult
1908565191,1908573511,8320,0,8320,CCCL:thrust::transform,189126,189126,3,0,411,410,:10:409:410:411,------CCCL:thrust::transform
1908574511,1908668482,93971,0,93971,:VecNorm,189126,189126,1,0,412,10,:10:412,--:VecNorm
1908669272,1908715333,46061,0,46061,:VecTDot,189126,189126,1,0,413,10,:10:413,--:VecTDot
1908716203,1908726953,10750,0,10750,:VecAYPX,189126,189126,1,0,414,10,:10:414,--:VecAYPX
1908727473,1908738693,11220,0,11220,:MatMult,189126,189126,1,0,415,10,:10:415,--:MatMult
1908739183,1908940316,201133,0,201133,:VecTDot,189126,189126,1,0,416,10,:10:416,--:VecTDot
1908940816,1908948066,7250,0,7250,:VecAXPY,189126,189126,1,0,417,10,:10:417,--:VecAXPY
1908952486,1908959126,6640,0,6640,:VecAXPY,189126,189126,1,0,418,10,:10:418,--:VecAXPY
1908959716,1908969937,10221,9381,840,:PCApply,189126,189126,1,1,419,10,:10:419,--:PCApply
1908960266,1908969647,9381,8261,1120,:VecPointwiseMult,189126,189126,2,1,420,419,:10:419:420,----:VecPointwiseMult
1908961076,1908969337,8261,0,8261,CCCL:thrust::transform,189126,189126,3,0,421,420,:10:419:420:421,------CCCL:thrust::transform
1908970407,1909066908,96501,0,96501,:VecNorm,189126,189126,1,0,422,10,:10:422,--:VecNorm
1909067718,1909113779,46061,0,46061,:VecTDot,189126,189126,1,0,423,10,:10:423,--:VecTDot
1909114289,1909125409,11120,0,11120,:VecAYPX,189126,189126,1,0,424,10,:10:424,--:VecAYPX
1909125899,1909136709,10810,0,10810,:MatMult,189126,189126,1,0,425,10,:10:425,--:MatMult
1909136989,1909340692,203703,0,203703,:VecTDot,189126,189126,1,0,426,10,:10:426,--:VecTDot
1909341352,1909347982,6630,0,6630,:VecAXPY,189126,189126,1,0,427,10,:10:427,--:VecAXPY
1909348372,1909353392,5020,0,5020,:VecAXPY,189126,189126,1,0,428,10,:10:428,--:VecAXPY
1909353982,1909364533,10551,9431,1120,:PCApply,189126,189126,1,1,429,10,:10:429,--:PCApply
1909354822,1909364253,9431,8281,1150,:VecPointwiseMult,189126,189126,2,1,430,429,:10:429:430,----:VecPointwiseMult
1909355552,1909363833,8281,0,8281,CCCL:thrust::transform,189126,189126,3,0,431,430,:10:429:430:431,------CCCL:thrust::transform
1909364863,1909468064,103201,0,103201,:VecNorm,189126,189126,1,0,432,10,:10:432,--:VecNorm
1909468844,1909515455,46611,0,46611,:VecTDot,189126,189126,1,0,433,10,:10:433,--:VecTDot
1909516215,1909527345,11130,0,11130,:VecAYPX,189126,189126,1,0,434,10,:10:434,--:VecAYPX
1909527975,1909539275,11300,0,11300,:MatMult,189126,189126,1,0,435,10,:10:435,--:MatMult
1909539795,1909738368,198573,0,198573,:VecTDot,189126,189126,1,0,436,10,:10:436,--:VecTDot
1909739098,1909745898,6800,0,6800,:VecAXPY,189126,189126,1,0,437,10,:10:437,--:VecAXPY
1909746458,1909751508,5050,0,5050,:VecAXPY,189126,189126,1,0,438,10,:10:438,--:VecAXPY
1909751888,1909762819,10931,10161,770,:PCApply,189126,189126,1,1,439,10,:10:439,--:PCApply
1909752458,1909762619,10161,8611,1550,:VecPointwiseMult,189126,189126,2,1,440,439,:10:439:440,----:VecPointwiseMult
1909753578,1909762189,8611,0,8611,CCCL:thrust::transform,189126,189126,3,0,441,440,:10:439:440:441,------CCCL:thrust::transform
1909763189,1909864850,101661,0,101661,:VecNorm,189126,189126,1,0,442,10,:10:442,--:VecNorm
1909865510,1909909621,44111,0,44111,:VecTDot,189126,189126,1,0,443,10,:10:443,--:VecTDot
1909910091,1909923381,13290,0,13290,:VecAYPX,189126,189126,1,0,444,10,:10:444,--:VecAYPX
1909923891,1909935571,11680,0,11680,:MatMult,189126,189126,1,0,445,10,:10:445,--:MatMult
1909936011,1910137354,201343,0,201343,:VecTDot,189126,189126,1,0,446,10,:10:446,--:VecTDot
1910137784,1910143614,5830,0,5830,:VecAXPY,189126,189126,1,0,447,10,:10:447,--:VecAXPY
1910144064,1910149024,4960,0,4960,:VecAXPY,189126,189126,1,0,448,10,:10:448,--:VecAXPY
1910149554,1910161125,11571,10351,1220,:PCApply,189126,189126,1,1,449,10,:10:449,--:PCApply
1910150104,1910160455,10351,8431,1920,:VecPointwiseMult,189126,189126,2,1,450,449,:10:449:450,----:VecPointwiseMult
1910151274,1910159705,8431,0,8431,CCCL:thrust::transform,189126,189126,3,0,451,450,:10:449:450:451,------CCCL:thrust::transform
1910161865,1910264426,102561,0,102561,:VecNorm,189126,189126,1,0,452,10,:10:452,--:VecNorm
1910265356,1910312057,46701,0,46701,:VecTDot,189126,189126,1,0,453,10,:10:453,--:VecTDot
1910312867,1910324237,11370,0,11370,:VecAYPX,189126,189126,1,0,454,10,:10:454,--:VecAYPX
1910325267,1910336117,10850,0,10850,:MatMult,189126,189126,1,0,455,10,:10:455,--:MatMult
1910336597,1910541310,204713,0,204713,:VecTDot,189126,189126,1,0,456,10,:10:456,--:VecTDot
1910542200,1910550760,8560,0,8560,:VecAXPY,189126,189126,1,0,457,10,:10:457,--:VecAXPY
1910551150,1910556500,5350,0,5350,:VecAXPY,189126,189126,1,0,458,10,:10:458,--:VecAXPY
1910557120,1910567941,10821,9920,901,:PCApply,189126,189126,1,1,459,10,:10:459,--:PCApply
1910557731,1910567651,9920,8760,1160,:VecPointwiseMult,189126,189126,2,1,460,459,:10:459:460,----:VecPointwiseMult
1910558381,1910567141,8760,0,8760,CCCL:thrust::transform,189126,189126,3,0,461,460,:10:459:460:461,------CCCL:thrust::transform
1910568421,1910671502,103081,0,103081,:VecNorm,189126,189126,1,0,462,10,:10:462,--:VecNorm
1910672322,1910715513,43191,0,43191,:VecTDot,189126,189126,1,0,463,10,:10:463,--:VecTDot
1910716153,1910727173,11020,0,11020,:VecAYPX,189126,189126,1,0,464,10,:10:464,--:VecAYPX
1910727653,1910738723,11070,0,11070,:MatMult,189126,189126,1,0,465,10,:10:465,--:MatMult
1910739163,1910942336,203173,0,203173,:VecTDot,189126,189126,1,0,466,10,:10:466,--:VecTDot
